timestamp,x,y,theta,velocity,angular_velocity,slam_x,slam_y,slam_theta
1748640147.9891307,[ 0.04627458  0.02962959 -0.50842579],[ 0.04022524  0.02571313 -0.15443941],[ 0.01306402  0.00862309 -1.77540099],0.0004999999999999006,-0.0013378784128768356,4.6274581397603656e-05,4.022524387764738e-05,0.0002280101750645123
1748640148.8899572,[ 0.04631922  0.02966024 -0.56222607],[ 0.04022565  0.02571332 -0.1551423 ],[ 0.00874452  0.0057166  -1.77604706],0.0007499999999999397,0.000338997178712679,4.631921581556972e-05,4.0225646320649346e-05,0.00015262071427882536
1748640149.7931678,[ 0.04634954  0.02969156 -0.6160289 ],[ 0.04022578  0.0257136  -0.1556128 ],[ 0.00579408  0.00403537 -1.77646202],0.0007500000000001173,0.000259949370063386,4.6349535112021296e-05,4.022577814952586e-05,0.00010112580290317803
1748640150.7187688,[ 0.04637269  0.02971522 -0.66983288],[ 0.04022587  0.02571369 -0.15592454],[ 0.0039014   0.00277744 -1.77672812],0.0004999999999999894,0.0002191707397942877,4.637269280894142e-05,4.022586845221689e-05,6.809229099087208e-05
1748640151.7323914,[ 0.04639227  0.02973505 -0.72363737],[ 0.04022593  0.02571375 -0.15613446],[ 0.00268814  0.00196978 -1.77689858],0.0004999999999999006,0.0011178840926256337,4.639227114534431e-05,4.022593048159944e-05,4.691692672426596e-05
1748640152.7398772,[ 0.04641806  0.02975296 -0.77744207],[ 0.04022602  0.02571379 -0.15627909],[ 2.09425380e-03  1.45168944e-03 -1.77700770e+00],0.0007500000000001173,-0.00013303301655489055,4.6418059475113184e-05,4.022601603052968e-05,3.6551624175354716e-05
1748640153.7371778,[ 0.04643895  0.02977792 -0.83124684],[ 0.04022605  0.02571386 -0.15639177],[ 1.53394706e-03  1.30299290e-03 -1.77707752e+00],0.0007499999999999397,0.00053987167303433,4.643895411329844e-05,4.022605194271592e-05,2.6772426707018048e-05
1748640154.7270758,[ 0.0464574   0.0297984  -0.88505167],[ 0.04022608  0.02571388 -0.15647431],[ 1.17352447e-03  1.02768762e-03 -1.77712218e+00],0.0004999999999999006,-0.00014894334348935443,4.6457401382291695e-05,4.022607759266082e-05,2.0481865781384003e-05
1748640155.6620328,[ 0.04648262  0.02981664 -0.93885653],[ 0.04022611  0.0257139  -0.15653745],[ 1.12539103e-03  8.49664717e-04 -1.77715075e+00],0.0007500000000001173,-0.0004618176046296078,4.6482624907244854e-05,4.0226112079307116e-05,1.9641778805685476e-05
1748640156.563822,[ 0.04650324  0.02984176 -0.99266139],[ 0.04022613  0.02571393 -0.156598  ],[ 9.14259998e-04  9.18240372e-04 -1.77716902e+00],0.0007499999999999397,-0.0007521003615486273,4.650323672945158e-05,4.022613350198049e-05,1.5956847185857573e-05
1748640157.4704459,[ 0.04652154  0.02986232 -1.04646626],[ 0.04022615  0.02571395 -0.15664719],[ 7.77206202e-04  7.81773113e-04 -1.77718070e+00],0.000500000000000167,-0.0003581074698639904,4.6521542633170376e-05,4.022614955149387e-05,1.356480718422503e-05
1748640158.3677998,[ 0.0465387   0.0298806  -1.10027114],[ 0.04022616  0.02571396 -0.15668901],[ 6.88545196e-04  6.92478389e-04 -1.77718817e+00],0.0004999999999999006,0.0008421103764350116,4.653869558205217e-05,4.022616263215507e-05,1.201738072477424e-05
1748640159.2622857,[ 0.04656327  0.02989774 -1.15407602],[ 0.04022618  0.02571398 -0.15672606],[ 8.14740717e-04  6.34363466e-04 -1.77719294e+00],0.0007499999999999397,-0.00037864012119955535,4.6563272046485316e-05,4.022618069040803e-05,1.4219908053321957e-05
1748640160.1506042,[ 0.04658356  0.02992231 -1.2078809 ],[ 0.0402262   0.025714   -0.15676989],[ 7.15356332e-04  7.80094231e-04 -1.77719600e+00],0.0007500000000001173,0.001330109017086913,4.6583560279327284e-05,4.0226197162460516e-05,1.2485323310560824e-05
1748640161.068735,[ 0.0466017   0.02994259 -1.26168578],[ 0.04022621  0.02571401 -0.15680838],[ 6.49892546e-04  6.93202472e-04 -1.77719795e+00],0.0004999999999999894,0.0003798580856389654,4.660170439417938e-05,4.022621002102407e-05,1.1342764707149114e-05
1748640161.956985,[ 0.04662678  0.02996073 -1.31549066],[ 0.04022623  0.02571402 -0.15684335],[ 7.90474781e-04  6.35727206e-04 -1.77719920e+00],0.0007500000000000284,0.0022455477270425825,4.662677644751187e-05,4.022622673732819e-05,1.3796387589950296e-05
1748640162.9892287,[ 0.04664731  0.0299778  -1.36929554],[ 0.04022624  0.02571404 -0.15688588],[ 7.00065790e-04  5.98017807e-04 -1.77719999e+00],0.0004999999999999894,0.0010989241569313547,4.664731247091785e-05,4.022624315117899e-05,1.2218453010579414e-05
1748640164.0059876,[ 0.04666558  0.03000234 -1.42310042],[ 0.04022626  0.02571405 -0.15692355],[ 6.40228770e-04  7.56825746e-04 -1.77720050e+00],0.0007499999999999397,-0.0009123056220377541,4.6665580481413135e-05,4.022625588262549e-05,1.117409999550718e-05
1748640165.0056176,[ 0.04668271  0.03002261 -1.47690531],[ 0.04022627  0.02571407 -0.156958  ],[ 6.00952753e-04  6.78310338e-04 -1.77720083e+00],0.0004999999999999006,-0.0009293105265738067,4.668271448538721e-05,4.022626680404026e-05,1.0488604187460754e-05
1748640165.991032,[ 0.04670728  0.03004074 -1.53071019],[ 0.04022628  0.02571408 -0.15699033],[ 7.58730698e-04  6.26198221e-04 -1.77720104e+00],0.0007500000000001173,0.0004523000687190184,4.6707281484430564e-05,4.0226281871809704e-05,1.3242348819853449e-05
1748640166.9609323,[ 0.04672756  0.03006581 -1.58451507],[ 0.0402263   0.0257141  -0.15703115],[ 6.79542545e-04  7.75321372e-04 -1.77720117e+00],0.0007499999999999397,-0.0007865449802183842,4.672756498029177e-05,4.022629751180325e-05,1.1860254812515338e-05
1748640167.9344525,[ 0.04674571  0.03008634 -1.63831995],[ 0.04022631  0.02571411 -0.15706772],[ 6.26993184e-04  6.90375263e-04 -1.77720126e+00],0.0004999999999999894,0.0008254941816180991,4.674570672705389e-05,4.022630981766313e-05,1.0943095444905152e-05
1748640168.9188845,[ 0.04676278  0.03010461 -1.69212484],[ 0.04022632  0.02571412 -0.15710145],[ 5.92433455e-04  6.34032053e-04 -1.77720131e+00],0.0005000000000000782,-0.00011783723549833355,4.676277759918703e-05,4.02263204872904e-05,1.0339914381515775e-05
1748640169.8987014,[ 0.04678731  0.03012174 -1.74592972],[ 0.04022634  0.02571413 -0.15713333],[ 7.53255275e-04  5.96990355e-04 -1.77720135e+00],0.0007499999999999397,0.0006199888074099931,4.678731303245294e-05,4.022633526932476e-05,1.3146784649181294e-05
1748640170.8838115,[ 0.04680758  0.03014631 -1.7997346 ],[ 0.04022635  0.02571415 -0.15717386],[ 6.76027507e-04  7.56197084e-04 -1.77720137e+00],0.0007500000000001173,0.0008852083391898936,4.680758074538439e-05,4.0226350808817296e-05,1.1798905823612492e-05
1748640171.9488523,[ 0.04682571  0.03016659 -1.85353948],[ 0.04022636  0.02571416 -0.15721023],[ 6.24738672e-04  6.77922556e-04 -1.77720138e+00],0.0004999999999999006,0.0023198891778148465,4.682571460068647e-05,4.022636305358952e-05,1.0903746797352379e-05
1748640173.0189517,[ 0.04685078  0.03018473 -1.90734437],[ 0.04022638  0.02571417 -0.15724384],[ 7.74388202e-04  6.25957386e-04 -1.77720139e+00],0.0007499999999999397,-0.0014058803026659845,4.685078152537504e-05,4.022637891475559e-05,1.3515623818572075e-05
1748640174.0141876,[ 0.04687131  0.03020981 -1.96114924],[ 0.0402264   0.02571419 -0.15728551],[ 6.89778640e-04  7.75170949e-04 -1.77720140e+00],0.0007500000000001173,-0.0017172889696933863,4.687131498388383e-05,4.02263950891634e-05,1.2038908379826368e-05
1748640174.9890504,[ 0.04688958  0.03023034 -2.01495413],[ 0.04022641  0.02571421 -0.15732262],[ 6.33650603e-04  6.90280873e-04 -1.77720140e+00],0.0004999999999999894,-0.0002138207477712165,4.6889581711989374e-05,4.022640766165478e-05,1.1059289325542808e-05
1748640175.9588964,[ 0.04690672  0.03024861 -2.06875901],[ 0.04022642  0.02571422 -0.15735672],[ 5.96746476e-04  6.33972598e-04 -1.77720140e+00],0.0004999999999999006,-0.00045011533844703327,4.6906715074790865e-05,4.0226418479537716e-05,1.0415190808560903e-05
1748640176.9286418,[ 0.04693128  0.03026574 -2.12256389],[ 0.04022643  0.02571423 -0.15738882],[ 7.56041161e-04  5.96952791e-04 -1.77720140e+00],0.0007500000000001173,0.0001244211502059929,4.693128175335253e-05,4.02264334036358e-05,1.3195407536626145e-05
1748640177.939097,[ 0.04695157  0.03029031 -2.17636877],[ 0.04022645  0.02571425 -0.1574295 ],[ 6.77822867e-04  7.56173291e-04 -1.77720141e+00],0.0007499999999999397,-0.0016107784250168546,4.695156508892785e-05,4.0226449003764024e-05,1.1830240780368537e-05
1748640178.914048,[ 0.04696971  0.03031059 -2.23017366],[ 0.04022646  0.02571426 -0.15746597],[ 6.25893651e-04  6.77907457e-04 -1.77720141e+00],0.0004999999999999006,0.0007084974408413619,4.6969706755551846e-05,4.022646128311563e-05,1.092390497492793e-05
1748640179.87375,[ 0.04699478  0.03032873 -2.28397854],[ 0.04022648  0.02571427 -0.15749965],[ 7.75130201e-04  6.25947789e-04 -1.77720141e+00],0.0007500000000001173,0.0007521967464543182,4.6994777585888525e-05,4.0226477182992634e-05,1.352857413444561e-05
1748640180.848792,[ 0.04701531  0.03035381 -2.33778342],[ 0.04022649  0.02571429 -0.15754136],[ 6.90254821e-04  7.75164842e-04 -1.77720141e+00],0.0007499999999999397,0.000259941856511767,4.701531299722272e-05,4.022649337090035e-05,1.2047219299942099e-05
1748640181.8238206,[ 0.04703358  0.03037434 -2.3915883 ],[ 0.04022651  0.0257143  -0.15757849],[ 6.33955942e-04  6.90276982e-04 -1.77720141e+00],0.000500000000000167,0.0008003198116459475,4.703358070174077e-05,4.022650595160887e-05,1.1064618497783103e-05
1748640182.7937284,[ 0.04705071  0.03039261 -2.44539318],[ 0.04022652  0.02571432 -0.1576126 ],[ 5.96942142e-04  6.33970118e-04 -1.77720141e+00],0.0004999999999999006,-0.0005606640388640368,4.7050714552748106e-05,4.022651677463345e-05,1.0418605813846628e-05
1748640183.7815032,[ 0.04707528  0.03040974 -2.49919807],[ 0.04022653  0.02571433 -0.15764472],[ 7.56166483e-04  5.96951208e-04 -1.77720141e+00],0.0007499999999999397,0.0003932960338999721,4.7075281475410185e-05,4.022653170533734e-05,1.3197594821277005e-05
1748640184.7590497,[ 0.04709556  0.03043431 -2.55300295],[ 0.04022655  0.02571434 -0.15768541],[ 6.77903104e-04  7.56172282e-04 -1.77720141e+00],0.0007500000000001173,0.0013360080369371813,4.7095564933036185e-05,4.022654730747785e-05,1.1831641171040934e-05
1748640185.7289596,[ 0.04711371  0.03045459 -2.60680783],[ 0.04022656  0.02571436 -0.15772188],[ 6.25945006e-04  6.77906812e-04 -1.77720141e+00],0.0004999999999999006,-0.0001687591939557305,4.7113706660685434e-05,4.0226559588120305e-05,1.0924801289009685e-05
1748640186.6888547,[ 0.04713878  0.03047273 -2.66061271],[ 0.04022658  0.02571437 -0.15775556],[ 7.75163062e-04  6.25947377e-04 -1.77720141e+00],0.0007499999999999397,-0.0003168062226016508,4.7138777521534056e-05,4.0226575489735745e-05,1.3529147679172282e-05
1748640187.6843479,[ 0.04715931  0.03048981 -2.71441759],[ 0.04022659  0.02571438 -0.15779727],[ 6.90275845e-04  5.91764820e-04 -1.77720141e+00],0.000500000000000167,0.0017644980642582528,4.7159312948124365e-05,4.022659167814747e-05,1.2047586238236143e-05
1748640188.7188644,[ 0.04717758  0.03051434 -2.76822247],[ 0.0402266   0.0257144  -0.15783441],[ 6.33969390e-04  7.52827785e-04 -1.77720141e+00],0.0007499999999999397,-0.0002186079398096352,4.7177580660270455e-05,4.02266042591859e-05,1.1064853220494651e-05
1748640189.758928,[ 0.04719471  0.03053461 -2.82202736],[ 0.04022662  0.02571441 -0.15786852],[ 5.96950743e-04  6.75754193e-04 -1.77720141e+00],0.0004999999999999006,0.0006270183289634505,4.719471451509178e-05,4.0226615082424085e-05,1.0418755943797969e-05
1748640190.7689078,[ 0.04721928  0.03055274 -2.87583224],[ 0.04022663  0.02571442 -0.15790064],[ 7.56171984e-04  6.24563931e-04 -1.77720141e+00],0.0007500000000001173,-0.00030535289580062384,4.7219281439660744e-05,4.0226630013421055e-05,1.319769083659884e-05
1748640191.7938445,[ 0.04723956  0.03057781 -2.92963712],[ 0.04022665  0.02571444 -0.15794132],[ 6.77906622e-04  7.74276483e-04 -1.77720141e+00],0.0007499999999999397,-6.748875665177063e-05,4.7239564898240204e-05,4.022664561564403e-05,1.1831702573127606e-05
1748640192.7790623,[ 0.04725771  0.03059834 -2.983442  ],[ 0.04022666  0.02571446 -0.1579778 ],[ 6.25947256e-04  6.89707213e-04 -1.77720141e+00],0.0004999999999999006,0.0018015770007867807,4.725770662636618e-05,4.0226657896341034e-05,1.0924840553663544e-05
1748640193.7539475,[ 0.04727478  0.03061661 -3.03724689],[ 0.04022667  0.02571447 -0.15801148],[ 5.91764742e-04  6.33604936e-04 -1.77720141e+00],0.000500000000000167,-0.001621559473928456,4.7274777489183625e-05,4.022666854955577e-05,1.0328243147983268e-05
1748640194.7187188,[ 0.04729931  0.03063374 -3.09105177],[ 0.04022668  0.02571448 -0.15804332],[ 7.52827736e-04  5.96717280e-04 -1.77720141e+00],0.0007499999999999397,-0.0009361089455396473,4.729931291780374e-05,4.022668330872608e-05,1.3139322687029152e-05
1748640195.6992164,[ 0.04731958  0.03065831 -3.14485665],[ 0.0402267   0.0257145  -0.15808382],[ 6.75754162e-04  7.56022494e-04 -1.77720141e+00],0.0007500000000001173,-0.0007960614929809912,4.731958062840826e-05,4.0226698841911156e-05,1.1794135054888045e-05
1748640196.6840272,[ 0.04733771  0.03067859 -3.19866153],[ 0.04022671  0.02571451 -0.15812018],[ 6.24563911e-04  6.77810933e-04 -1.77720141e+00],0.0004999999999999006,0.0013215032094936565,4.7337714482547356e-05,4.022671108248024e-05,1.0900696635173825e-05
1748640197.6639462,[ 0.04736278  0.03069673 -3.25246642],[ 0.04022673  0.02571452 -0.15815379],[ 7.74276470e-04  6.25886021e-04 -1.77720141e+00],0.0007499999999999397,0.0009591937894085563,4.7362781406657226e-05,4.022672693769787e-05,1.3513673718451798e-05
1748640198.6535125,[ 0.04738331  0.03072181 -3.3062713 ],[ 0.04022674  0.02571454 -0.15819545],[ 6.89707205e-04  7.75125323e-04 -1.77720141e+00],0.0007500000000001173,0.0008400462081191144,4.7383314864875875e-05,4.0226743110466496e-05,1.2037661598113623e-05
1748640199.5836957,[ 0.04740158  0.03074234 -3.36007618],[ 0.04022676  0.02571455 -0.15823256],[ 6.33604931e-04  6.90251702e-04 -1.77720140e+00],0.0004999999999999894,0.0001985524989410019,4.740158159283645e-05,4.0226755681862386e-05,1.105849220578256e-05
1748640200.4886498,[ 0.04741871  0.03076061 -3.41388106],[ 0.04022677  0.02571456 -0.15826665],[ 5.96717276e-04  6.33953948e-04 -1.77720140e+00],0.0004999999999999006,-0.0017415907754618806,4.7418714955565514e-05,4.022676649902974e-05,1.0414681176851115e-05
1748640201.404063,[ 0.04744328  0.03077774 -3.46768595],[ 0.04022678  0.02571457 -0.15829875],[ 7.56022492e-04  5.96940867e-04 -1.77720140e+00],0.0007500000000001173,0.0005731100136784473,4.74432816340914e-05,4.022678142212961e-05,1.3195081708113006e-05
1748640202.338632,[ 0.04746356  0.03080231 -3.52149083],[ 0.0402268   0.02571459 -0.15833943],[ 6.77810932e-04  7.56165668e-04 -1.77720140e+00],0.0007499999999999397,0.0007452440090964543,4.746356496964873e-05,4.0226797021982624e-05,1.1830032464882648e-05
1748640203.248857,[ 0.04748171  0.03082259 -3.57529571],[ 0.04022681  0.02571461 -0.1583759 ],[ 6.25886020e-04  6.77902583e-04 -1.77720140e+00],0.0004999999999999006,-0.00033997267127310136,4.748170663626373e-05,4.022680930115078e-05,1.0923771790365434e-05
1748640204.158812,[ 0.04750678  0.03084073 -3.62910059],[ 0.04022683  0.02571462 -0.15840958],[ 7.75125322e-04  6.25944673e-04 -1.77720140e+00],0.0007500000000001173,0.0016090752315650128,4.7506777466596035e-05,4.022682520076803e-05,1.3528488984159131e-05
1748640205.083846,[ 0.04752731  0.0308658  -3.68290547],[ 0.04022684  0.02571464 -0.15845128],[ 6.90251702e-04  7.75162849e-04 -1.77720140e+00],0.0007499999999999397,-0.0010412475083071842,4.7527312877928e-05,4.0226841388604206e-05,1.2047164859924835e-05
1748640205.9791899,[ 0.04754558  0.03088634 -3.73671035],[ 0.04022685  0.02571465 -0.15848842],[ 6.33953948e-04  6.90275709e-04 -1.77720140e+00],0.000500000000000167,9.420789864049198e-06,4.754558058244495e-05,4.022685396926489e-05,1.1064583692086585e-05
1748640206.8638906,[ 0.04756271  0.03090461 -3.79051523],[ 0.04022686  0.02571466 -0.15852253],[ 5.96940867e-04  6.33969303e-04 -1.77720140e+00],0.0004999999999999006,-0.001054082264675699,4.756271443345173e-05,4.0226864792258234e-05,1.0418583561165115e-05
1748640207.7699811,[ 0.04758728  0.03092174 -3.84432012],[ 0.04022688  0.02571467 -0.15855465],[ 7.56165668e-04  5.96950688e-04 -1.77720140e+00],0.0007499999999999397,0.00027425224326432915,4.758728135611355e-05,4.022687972291854e-05,1.3197580594244137e-05
1748640208.670204,[ 0.04760756  0.03094631 -3.898125  ],[ 0.0402269   0.02571469 -0.15859534],[ 6.77902583e-04  7.56171949e-04 -1.77720140e+00],0.0007500000000001173,0.0013113138605682234,4.7607564813739405e-05,4.022689532504703e-05,1.1831632075128188e-05
1748640209.5838592,[ 0.04762571  0.03096659 -3.95192988],[ 0.04022691  0.0257147  -0.15863181],[ 6.25944673e-04  6.77906599e-04 -1.77720140e+00],0.0004999999999999006,1.8268627859217923e-05,4.762570654138859e-05,4.022690760568147e-05,1.092479547362817e-05
1748640210.4714007,[ 0.04765078  0.03098473 -4.00573476],[ 0.04022692  0.02571472 -0.15866549],[ 7.75162849e-04  6.25947241e-04 -1.77720140e+00],0.0007499999999999397,-0.0009768687641541504,4.765077740223719e-05,4.022692350728557e-05,1.352914396116601e-05
1748640211.3727882,[ 0.04767131  0.0310018  -4.05953964],[ 0.04022694  0.02571473 -0.1587072 ],[ 6.90275709e-04  5.91764733e-04 -1.77720140e+00],0.0005000000000000782,0.00024325816659112454,4.767131282882748e-05,4.0226939695694166e-05,1.2047583861165937e-05
1748640212.2739716,[ 0.04768958  0.03102634 -4.11334452],[ 0.04022695  0.02571475 -0.15874434],[ 6.33969303e-04  7.52827730e-04 -1.77720140e+00],0.0007500000000000284,-0.0002413910963118726,4.768958054097356e-05,4.022695227673051e-05,1.1064851700738577e-05
1748640213.1840065,[ 0.04770671  0.03104661 -4.16714941],[ 0.04022696  0.02571476 -0.15877845],[ 5.96950688e-04  6.75754158e-04 -1.77720140e+00],0.0004999999999999006,-0.0003578645295362533,4.770671439579489e-05,4.0226963099967315e-05,1.0418754972157137e-05
1748640214.088957,[ 0.04773128  0.03106474 -4.22095429],[ 0.04022698  0.02571477 -0.15881057],[ 7.56171949e-04  6.24563909e-04 -1.77720140e+00],0.0007500000000001173,0.0016804129068524768,4.7731281320363856e-05,4.022697803096239e-05,1.3197690215390011e-05
1748640215.0388005,[ 0.04775156  0.03108981 -4.27475917],[ 0.04022699  0.02571479 -0.15885125],[ 6.77906599e-04  7.74276468e-04 -1.77720140e+00],0.0007499999999999397,0.0007153037983068531,4.77515647789433e-05,4.022699363318485e-05,1.1831702175963972e-05
1748640215.986116,[ 0.04776971  0.03111034 -4.32856405],[ 0.04022701  0.0257148  -0.15888773],[ 6.25947241e-04  6.89707204e-04 -1.77720140e+00],0.0004999999999999006,0.0019713426813806716,4.776970650706928e-05,4.022700591388149e-05,1.0924840299740959e-05
1748640216.8839414,[ 0.04778678  0.03112861 -4.38236894],[ 0.04022702  0.02571481 -0.15892141],[ 5.91764733e-04  6.33604931e-04 -1.77720140e+00],0.000500000000000167,0.001201789529096853,4.778677736988673e-05,4.0227016567096e-05,1.0328242985640413e-05
1748640217.7838342,[ 0.04781131  0.03114574 -4.43617382],[ 0.04022703  0.02571482 -0.15895325],[ 7.52827730e-04  5.96717276e-04 -1.77720140e+00],0.0007499999999999397,0.000800726292179837,4.7811312798506837e-05,4.0227031326265996e-05,1.313932258323688e-05
1748640218.6889064,[ 0.04783158  0.03117031 -4.4899787 ],[ 0.04022705  0.02571484 -0.15899375],[ 6.75754158e-04  7.56022492e-04 -1.77720140e+00],0.0007500000000001173,5.449502945568151e-05,4.7831580509111365e-05,4.022704685945099e-05,1.1794134988529499e-05
1748640219.5838947,[ 0.04784971  0.03119059 -4.54378358],[ 0.04022706  0.02571486 -0.15903011],[ 6.24563909e-04  6.77810932e-04 -1.77720140e+00],0.0004999999999999006,-7.260334616954958e-05,4.784971436325046e-05,4.0227059100020016e-05,1.0900696592748154e-05
1748640220.473912,[ 0.04787478  0.03120873 -4.59758847],[ 0.04022707  0.02571487 -0.15906371],[ 7.74276468e-04  6.25886020e-04 -1.77720140e+00],0.0007499999999999397,0.0022247082307613932,4.787478128736033e-05,4.022707495523757e-05,1.3513673691327372e-05
1748640221.3690844,[ 0.04789531  0.0312338  -4.65139335],[ 0.04022709  0.02571489 -0.15910537],[ 6.89707204e-04  7.75125322e-04 -1.77720140e+00],0.0007500000000001173,8.578885981108229e-05,4.789531474557897e-05,4.0227091128006176e-05,1.2037661580771896e-05
1748640222.26409,[ 0.04791358  0.03125434 -4.70519823],[ 0.0402271   0.0257149  -0.15914248],[ 6.33604931e-04  6.90251702e-04 -1.77720140e+00],0.0004999999999999006,0.000279308296209262,4.7913581473539545e-05,4.022710369940205e-05,1.10584921946953e-05
1748640223.1690228,[ 0.04793071  0.03127261 -4.75900311],[ 0.04022711  0.02571491 -0.15917658],[ 5.96717276e-04  6.33953948e-04 -1.77720140e+00],0.0004999999999999894,0.0005082747962679979,4.793071483626862e-05,4.022711451656939e-05,1.0414681169762587e-05
1748640224.1537077,[ 0.04795528  0.03128974 -4.812808  ],[ 0.04022713  0.02571492 -0.15920868],[ 7.56022492e-04  5.96940867e-04 -1.77720140e+00],0.0007500000000001173,-0.00021363199422773903,4.79552815147945e-05,4.0227129439669256e-05,1.319508170358103e-05
1748640225.1090245,[ 0.04797556  0.03131431 -4.86661288],[ 0.04022715  0.02571494 -0.15924936],[ 6.77810932e-04  7.56165668e-04 -1.77720140e+00],0.0007499999999999397,0.00020433584030347254,4.797556485035183e-05,4.022714503952227e-05,1.1830032461985174e-05
1748640226.068964,[ 0.04799371  0.03133459 -4.92041776],[ 0.04022716  0.02571495 -0.15928583],[ 6.25886020e-04  6.77902583e-04 -1.77720140e+00],0.0004999999999999006,0.001055486201833592,4.799370651696684e-05,4.022715731869042e-05,1.0923771788512965e-05
1748640227.0490675,[ 0.04801878  0.03135273 -4.97422264],[ 0.04022717  0.02571496 -0.1593195 ],[ 7.75125322e-04  6.25944673e-04 -1.77720140e+00],0.0007500000000001173,0.0008383038141497448,4.801877734729913e-05,4.022717321830768e-05,1.3528488982974773e-05
1748640228.0136147,[ 0.04803931  0.0313778  -5.02802752],[ 0.04022719  0.02571498 -0.15936121],[ 6.90251702e-04  7.75162849e-04 -1.77720140e+00],0.0007499999999999397,-0.0012796359777860293,4.8039312758631106e-05,4.0227189406143845e-05,1.2047164859167626e-05
1748640228.9736917,[ 0.04805758  0.03139834 -5.0818324 ],[ 0.0402272   0.025715   -0.15939835],[ 6.33953948e-04  6.90275709e-04 -1.77720140e+00],0.0004999999999999006,0.00144110133007792,4.8057580463148045e-05,4.022720198680453e-05,1.1064583691600198e-05
1748640229.9895797,[ 0.04807471  0.03141661 -5.13563728],[ 0.04022721  0.02571501 -0.15943246],[ 5.96940867e-04  6.33969303e-04 -1.77720140e+00],0.000500000000000167,-0.001216626395616466,4.8074714314154824e-05,4.022721280979787e-05,1.0418583560856377e-05
1748640231.0237746,[ 0.04809928  0.03143374 -5.18944217],[ 0.04022723  0.02571502 -0.15946458],[ 7.56165668e-04  5.96950688e-04 -1.77720140e+00],0.0007499999999999397,-0.00047129825170139685,4.809928123681665e-05,4.022722774045818e-05,1.3197580594046772e-05
1748640232.0188017,[ 0.04811956  0.03145831 -5.24324705],[ 0.04022724  0.02571504 -0.15950526],[ 6.77902583e-04  7.56171949e-04 -1.77720140e+00],0.0007500000000001173,0.0008331976421508972,4.811956469444251e-05,4.022724334258667e-05,1.1831632075002014e-05
1748640233.0987265,[ 0.04813771  0.03147859 -5.29705193],[ 0.04022726  0.02571505 -0.15954174],[ 6.25944673e-04  6.77906599e-04 -1.77720140e+00],0.0004999999999999006,-0.0009375365745043037,4.81377064220917e-05,4.022725562322111e-05,1.092479547354751e-05
1748640234.1939356,[ 0.04816278  0.03149673 -5.35085681],[ 0.04022727  0.02571506 -0.15957542],[ 7.75162849e-04  6.25947241e-04 -1.77720140e+00],0.0007499999999999397,0.0004268293373318791,4.816277728294029e-05,4.0227271524825206e-05,1.3529143961114445e-05
